"film_id","title","description","rental_duration"
312,"Fiddler Lost","A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico",4
30,"Anything Savannah","A Epic Story of a Pastry Chef And a Woman who must Chase a Feminist in An Abandoned Fun House",4
999,"Zoolander Fiction","A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China",5
4,"Affair Prejudice","A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank",5
15,"Alien Center","A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention",5
28,"Anthem Luke","A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park",5
29,"Antitrust Tomatoes","A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India",5
31,"Apache Divine","A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat",5
33,"Apollo Teen","A Action-Packed Reflection of a Crocodile And a Explorer who must Find a Sumo Wrestler in An Abandoned Mine Shaft",5
39,"Armageddon Lost","A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft",5
42,"Artist Coldblooded","A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California",5
265,"Dying Maker","A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California",5
44,"Attacks Hate","A Fast-Paced Panorama of a Technical Writer And a Mad Scientist who must Find a Feminist in An Abandoned Mine Shaft",5
45,"Attraction Newton","A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan",5
47,"Baby Hall","A Boring Character Study of a A Shark And a Girl who must Outrace a Feminist in An Abandoned Mine Shaft",5
51,"Balloon Homeward","A Insightful Panorama of a Forensic Psychologist And a Mad Cow who must Build a Mad Scientist in The First Manned Space Station",5
53,"Bang Kwai","A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park",5
54,"Banger Pinocchio","A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station",5
61,"Beauty Grease","A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft",5
62,"Bed Highball","A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House",5
67,"Berets Agent","A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China",5
68,"Betrayed Rear","A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank",5
73,"Bingo Talented","A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria",5
77,"Birds Perdition","A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California",5
79,"Blade Polish","A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station",5
83,"Blues Instinct","A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House",5
91,"Bound Cheaper","A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon",5
95,"Breakfast Goldfinger","A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin",5
115,"Campus Remember","A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat",5
125,"Cassidy Wyoming","A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans",5
127,"Cat Coneheads","A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India",5
131,"Center Dinosaur","A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California",5
138,"Chariots Conspiracy","A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station",5
145,"Chisum Behavior","A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India",5
147,"Chocolat Harry","A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan",5
151,"Cincinatti Whisperer","A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin",5
152,"Circus Youth","A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon",5
159,"Closer Bang","A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India",5
168,"Comancheros Enemy","A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico",5
170,"Command Darling","A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan",5
187,"Cranes Reservoir","A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory",5
190,"Creepers Kane","A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat",5
193,"Crossroads Casualties","A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback",5
202,"Daddy Pittsburgh","A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico",5
203,"Daisy Menagerie","A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India",5
239,"Dogma Family","A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans",5
244,"Dorado Notting","A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California",5
246,"Doubtfire Labyrinth","A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert",5
253,"Drifter Commandments","A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat",5
261,"Duffel Apocalypse","A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention",5
262,"Dumbo Lust","A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico",5
271,"Easy Gladiator","A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India",5
272,"Edge Kissing","A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat",5
282,"Encounters Curtain","A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans",5
284,"Enemy Odds","A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India",5
287,"Entrapment Satisfaction","A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat",5
289,"Eve Resurrection","A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon",5
291,"Evolution Alter","A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory",5
294,"Expecations Natural","A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat",5
296,"Express Lonely","A Boring Drama of a Astronaut And a Boat who must Face a Boat in California",5
300,"Falcon Volume","A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans",5
302,"Fantasia Park","A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia",5
310,"Fever Empire","A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico",5
313,"Fidelity Devil","A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat",5
316,"Fire Wolves","A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria",5
322,"Flatliners Killer","A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft",5
335,"Freedom Cleopatra","A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon",5
336,"French Holiday","A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin",5
339,"Frogmen Breaking","A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia",5
341,"Frost Head","A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention",5
356,"Giant Troopers","A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies",5
358,"Gilmore Boiled","A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat",5
361,"Gleaming Jawbreaker","A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies",5
371,"Gosford Donnie","A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin",5
372,"Graceland Dynamite","A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans",5
378,"Greatest North","A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin",5
388,"Gunfight Moon","A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert",5
392,"Hall Cassidy","A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia",5
396,"Hanging Deep","A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin",5
397,"Hanky October","A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia",5
398,"Hanover Galaxy","A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention",5
403,"Harry Idaho","A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California",5
406,"Haunting Pianist","A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park",5
407,"Hawk Chill","A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia",5
411,"Heavenly Gun","A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat",5
417,"Hills Neighbors","A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat",5
418,"Hobbit Alien","A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station",5
427,"Homeward Cider","A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse",5
450,"Idols Snatchers","A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery",5
441,"Hunter Alter","A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank",5
445,"Hyde Doctor","A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat",5
446,"Hysterical Grail","A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse",5
447,"Ice Crossing","A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse",5
457,"Independence Hotel","A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery",5
462,"Insider Arizona","A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory",5
468,"Invasion Cyclone","A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery",5
473,"Jacket Frisco","A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon",5
476,"Jason Trap","A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery",5
477,"Jawbreaker Brooklyn","A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat",5
493,"Kane Exorcist","A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin",5
495,"Kentuckian Giant","A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat",5
500,"Kiss Glory","A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies",5
504,"Kwai Homeward","A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia",5
509,"Language Cowboy","A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park",5
512,"League Hellfighters","A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China",5
518,"Liaisons Sweet","A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies",5
530,"Lord Arizona","A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat",5
532,"Loser Hustler","A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria",5
534,"Louisiana Harry","A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank",5
541,"Luke Mummy","A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India",5
543,"Madigan Dorado","A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback",5
552,"Majestic Floats","A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station",5
557,"Manchurian Curtain","A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin",5
570,"Mermaid Insects","A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California",5
597,"Moonwalker Fool","A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans",5
600,"Motions Details","A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House",5
602,"Mourning Purple","A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans",5
607,"Muppet Mile","A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico",5
613,"Mystic Truman","A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia",5
614,"Name Detective","A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria",5
620,"Nemo Campus","A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse",5
621,"Network Peak","A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California",5
626,"Noon Papi","A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse",5
628,"Northwest Polish","A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback",5
632,"Nuts Ties","A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California",5
636,"Oleander Clue","A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat",5
640,"Opus Ice","A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert",5
655,"Panther Reds","A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico",5
657,"Paradise Sabrina","A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse",5
661,"Past Suicides","A Intrepid Tale of a Madman And a Astronaut who must Challenge a Hunter in A Monastery",5
683,"Pity Bound","A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria",5
686,"Pluto Oleander","A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank",5
689,"Pollock Deliverance","A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert",5
693,"Potter Connecticut","A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin",5
701,"Psycho Shrunk","A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria",5
706,"Queen Luke","A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans",5
707,"Quest Mussolini","A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory",5
722,"Reef Salute","A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon",5
724,"Remember Diary","A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India",5
729,"Rider Caddyshack","A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria",5
732,"Rings Heartbreakers","A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans",5
740,"Rollercoaster Bringing","A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank",5
745,"Roses Treasure","A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station",5
747,"Roxanne Rebel","A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback",5
755,"Sabrina Midnight","A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert",5
758,"Saints Bride","A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico",5
760,"Samurai Lion","A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon",5
766,"Savannah Town","A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico",5
769,"School Jacket","A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse",5
770,"Scissorhands Slums","A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies",5
788,"Ship Wonderland","A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback",5
777,"Secretary Rouge","A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory",5
783,"Shane Darkness","A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin",5
794,"Side Ark","A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies",5
801,"Sister Freddy","A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia",5
805,"Sleepless Monsoon","A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia",5
808,"Sling Luke","A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park",5
809,"Slipper Fidelity","A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention",5
810,"Slums Duck","A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat",5
827,"Spice Sorority","A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft",5
831,"Spirited Casualties","A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory",5
832,"Splash Gump","A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank",5
833,"Splendor Patton","A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin",5
838,"Stagecoach Armageddon","A Touching Display of a Pioneer And a Butler who must Chase a Car in California",5
839,"Stallion Sundance","A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia",5
840,"Stampede Disturbing","A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat",5
841,"Star Operation","A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank",5
890,"Tights Dawn","A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon",5
856,"Streetcar Intentions","A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico",5
858,"Submarine Bed","A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia",5
862,"Summer Scarface","A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank",5
863,"Sun Confessions","A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park",5
864,"Sundance Invasion","A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory",5
867,"Super Wyoming","A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback",5
868,"Superfly Trip","A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House",5
881,"Temple Attraction","A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia",5
884,"Terminator Club","A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico",5
886,"Theory Mermaid","A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station",5
887,"Thief Pelican","A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft",5
888,"Thin Sagebrush","A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India",5
903,"Traffic Hobbit","A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat",5
926,"Untouchables Sunrise","A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House",5
928,"Uptown Young","A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park",5
929,"Usual Untouchables","A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank",5
935,"Vanished Garden","A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California",5
945,"Virginian Pluto","A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin",5
947,"Vision Torque","A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank",5
960,"Wars Pluto","A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert",5
963,"Watch Tracy","A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria",5
967,"Weekend Personal","A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat",5
992,"Wrath Mile","A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery",5
995,"Yentl Idaho","A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin",5
384,"Grosse Wonderful","A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia",5
14,"Alice Fantasia","A Emotional Drama of a A Shark And a Database Administrator who must Vanquish a Pioneer in Soviet Georgia",6
293,"Exorcist Sting","A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin",6
66,"Beneath Rush","A Astounding Panorama of a Man And a Monkey who must Discover a Man in The First Manned Space Station",6
283,"Ending Crowds","A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin",6
64,"Beethoven Exorcist","A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico",6
633,"October Submarine","A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat",6
634,"Odds Boogie","A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin",6
871,"Sweden Shining","A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies",6
874,"Tadpole Park","A Beautiful Tale of a Frisbee And a Moose who must Vanquish a Dog in An Abandoned Amusement Park",6
281,"Encino Elf","A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon",6
646,"Outbreak Divine","A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat",6
276,"Element Freddy","A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat",6
